,ID,sentiment
878,878,2
879,879,2
880,880,1
881,881,1
882,882,1
883,883,0
884,884,0
885,885,1
886,886,1
887,887,2
888,888,2
889,889,0
890,890,1
891,891,1
892,892,2
893,893,1
894,894,1
895,895,0
896,896,1
897,897,1
898,898,1
899,899,1
900,900,2
901,901,1
902,902,1
903,903,1
904,904,0
905,905,0
906,906,0
907,907,0
908,908,1
909,909,0
910,910,1
911,911,1
912,912,0
913,913,1
914,914,1
915,915,0
916,916,1
917,917,0
918,918,1
919,919,1
920,920,2
921,921,1
922,922,2
923,923,2
924,924,0
925,925,1
926,926,2
927,927,0
928,928,1
929,929,1
930,930,1
931,931,1
932,932,1
933,933,2
934,934,0
935,935,1
936,936,1
937,937,1
938,938,1
939,939,0
940,940,2
941,941,1
942,942,1
943,943,1
944,944,2
945,945,0
946,946,1
947,947,2
948,948,2
949,949,1
950,950,1
951,951,1
952,952,1
953,953,1
954,954,2
955,955,2
956,956,2
957,957,2
958,958,0
959,959,0
960,960,2
961,961,1
962,962,2
963,963,2
964,964,2
965,965,0
966,966,1
967,967,0
968,968,1
969,969,0
970,970,0
971,971,1
972,972,2
973,973,1
974,974,1
975,975,1
976,976,1
977,977,2
978,978,2
979,979,2
980,980,0
981,981,1
982,982,1
983,983,0
984,984,0
985,985,1
986,986,1
987,987,2
988,988,1
989,989,2
990,990,1
991,991,2
992,992,1
993,993,1
994,994,1
995,995,1
996,996,1
997,997,2
998,998,0
999,999,2
1000,1000,1
1001,1001,1
1002,1002,1
1003,1003,1
1004,1004,0
1005,1005,2
1006,1006,2
1007,1007,0
1008,1008,2
1009,1009,1
1010,1010,2
1011,1011,2
1012,1012,2
1013,1013,2
1014,1014,0
1015,1015,2
1016,1016,1
1017,1017,2
1018,1018,1
1019,1019,1
1020,1020,2
1021,1021,1
1022,1022,0
1023,1023,1
1024,1024,2
1025,1025,1
1026,1026,2
1027,1027,0
1028,1028,0
1029,1029,0
1030,1030,0
1031,1031,0
1032,1032,0
1033,1033,1
1034,1034,0
1035,1035,0
1036,1036,1
1037,1037,2
1038,1038,2
1039,1039,1
1040,1040,0
1041,1041,2
1042,1042,1
1043,1043,0
1044,1044,1
1045,1045,1
1046,1046,2
1047,1047,0
1048,1048,1
1049,1049,1
1050,1050,1
1051,1051,1
1052,1052,1
1053,1053,1
1054,1054,1
1055,1055,0
1056,1056,1
1057,1057,1
1058,1058,1
1059,1059,2
1060,1060,2
1061,1061,2
1062,1062,1
1063,1063,0
1064,1064,0
1065,1065,1
1066,1066,1
1067,1067,1
1068,1068,0
1069,1069,1
1070,1070,1
1071,1071,2
1072,1072,1
1073,1073,1
1074,1074,2
1075,1075,1
1076,1076,1
1077,1077,1
1078,1078,0
1079,1079,0
1080,1080,0
1081,1081,0
1082,1082,1
1083,1083,2
1084,1084,1
1085,1085,1
1086,1086,1
1087,1087,0
1088,1088,1
1089,1089,1
1090,1090,1
1091,1091,2
1092,1092,0
1093,1093,1
1094,1094,2
1095,1095,1
1096,1096,1
1097,1097,1
1098,1098,0
1099,1099,1
1100,1100,1
1101,1101,1
1102,1102,1
1103,1103,0
1104,1104,1
1105,1105,0
1106,1106,1
1107,1107,1
1108,1108,1
1109,1109,1
1110,1110,0
1111,1111,0
1112,1112,1
1113,1113,0
1114,1114,1
1115,1115,1
1116,1116,1
1117,1117,1
1118,1118,2
1119,1119,2
1120,1120,1
1121,1121,1
1122,1122,2
1123,1123,1
1124,1124,1
1125,1125,0
1126,1126,1
1127,1127,2
1128,1128,1
1129,1129,0
1130,1130,0
1131,1131,0
1132,1132,1
1133,1133,1
1134,1134,2
1135,1135,1
1136,1136,0
1137,1137,1
1138,1138,1
1139,1139,1
1140,1140,1
1141,1141,1
1142,1142,1
1143,1143,1
1144,1144,2
1145,1145,1
1146,1146,1
1147,1147,2
1148,1148,2
1149,1149,1
1150,1150,1
1151,1151,1
1152,1152,1
1153,1153,1
1154,1154,1
1155,1155,1
1156,1156,1
1157,1157,2
1158,1158,1
1159,1159,1
1160,1160,1
1161,1161,1
1162,1162,0
1163,1163,2
1164,1164,1
1165,1165,0
1166,1166,1
1167,1167,0
1168,1168,1
1169,1169,1
1170,1170,1
1171,1171,1
1172,1172,1
1173,1173,0
1174,1174,1
1175,1175,1
1176,1176,1
1177,1177,2
1178,1178,0
1179,1179,0
1180,1180,1
1181,1181,2
1182,1182,2
1183,1183,1
1184,1184,2
1185,1185,2
1186,1186,1
1187,1187,2
1188,1188,1
1189,1189,1
1190,1190,1
1191,1191,2
1192,1192,2
1193,1193,0
1194,1194,1
1195,1195,1
1196,1196,2
1197,1197,1
1198,1198,1
1199,1199,1
1200,1200,1
1201,1201,2
1202,1202,1
1203,1203,1
1204,1204,2
1205,1205,2
1206,1206,1
1207,1207,1
1208,1208,1
1209,1209,1
1210,1210,1
1211,1211,1
1212,1212,2
1213,1213,0
1214,1214,1
1215,1215,1
1216,1216,0
1217,1217,0
1218,1218,0
1219,1219,0
1220,1220,1
1221,1221,0
1222,1222,1
1223,1223,1
1224,1224,1
1225,1225,1
1226,1226,1
1227,1227,2
1228,1228,1
1229,1229,2
1230,1230,0
1231,1231,1
1232,1232,2
1233,1233,1
1234,1234,1
1235,1235,1
1236,1236,1
1237,1237,1
1238,1238,0
1239,1239,1
1240,1240,2
1241,1241,1
1242,1242,0
1243,1243,0
1244,1244,0
1245,1245,0
1246,1246,1
1247,1247,1
1248,1248,2
1249,1249,2
1250,1250,1
1251,1251,1
1252,1252,0
1253,1253,0
1254,1254,0
1255,1255,1
1256,1256,2
1257,1257,1
1258,1258,1
1259,1259,1
1260,1260,2
1261,1261,1
1262,1262,2
1263,1263,0
1264,1264,1
1265,1265,2
1266,1266,0
1267,1267,2
1268,1268,1
1269,1269,2
1270,1270,2
1271,1271,2
1272,1272,0
1273,1273,1
1274,1274,2
1275,1275,0
1276,1276,1
1277,1277,1
1278,1278,1
1279,1279,1
1280,1280,0
1281,1281,1
1282,1282,2
1283,1283,2
1284,1284,1
1285,1285,0
1286,1286,0
1287,1287,0
1288,1288,1
1289,1289,2
1290,1290,2
1291,1291,1
1292,1292,1
1293,1293,2
1294,1294,1
1295,1295,1
1296,1296,1
1297,1297,1
1298,1298,2
1299,1299,0
1300,1300,0
1301,1301,0
1302,1302,1
1303,1303,2
1304,1304,0
1305,1305,2
1306,1306,2
1307,1307,1
1308,1308,2
1309,1309,1
1310,1310,0
1311,1311,0
1312,1312,1
1313,1313,1
1314,1314,1
1315,1315,1
1316,1316,1
1317,1317,1
1318,1318,2
1319,1319,1
1320,1320,1
1321,1321,1
1322,1322,1
1323,1323,0
1324,1324,1
1325,1325,0
1326,1326,2
1327,1327,1
1328,1328,2
1329,1329,0
1330,1330,1
1331,1331,0
1332,1332,2
1333,1333,0
1334,1334,1
1335,1335,1
1336,1336,0
1337,1337,1
1338,1338,1
1339,1339,1
1340,1340,0
1341,1341,2
1342,1342,0
1343,1343,2
1344,1344,1
1345,1345,0
1346,1346,0
1347,1347,0
1348,1348,1
1349,1349,1
1350,1350,2
1351,1351,2
1352,1352,1
1353,1353,0
1354,1354,1
1355,1355,1
1356,1356,1
1357,1357,0
1358,1358,1
1359,1359,2
1360,1360,0
1361,1361,1
1362,1362,0
1363,1363,0
1364,1364,1
1365,1365,2
1366,1366,1
1367,1367,2
1368,1368,1
1369,1369,1
1370,1370,1
1371,1371,2
1372,1372,2
1373,1373,2
1374,1374,1
1375,1375,1
1376,1376,1
1377,1377,1
1378,1378,1
1379,1379,1
1380,1380,1
1381,1381,1
1382,1382,0
1383,1383,1
1384,1384,1
1385,1385,2
1386,1386,1
1387,1387,1
1388,1388,0
1389,1389,1
1390,1390,2
1391,1391,1
1392,1392,1
1393,1393,0
1394,1394,1
1395,1395,1
1396,1396,1
1397,1397,0
1398,1398,0
1399,1399,1
1400,1400,1
1401,1401,1
1402,1402,1
1403,1403,2
1404,1404,0
1405,1405,1
1406,1406,2
1407,1407,1
1408,1408,0
1409,1409,1
1410,1410,1
1411,1411,1
1412,1412,1
1413,1413,2
1414,1414,1
1415,1415,1
1416,1416,1
1417,1417,0
1418,1418,0
1419,1419,1
1420,1420,1
1421,1421,1
1422,1422,2
1423,1423,0
1424,1424,2
1425,1425,0
1426,1426,2
1427,1427,1
1428,1428,0
1429,1429,1
1430,1430,1
1431,1431,0
1432,1432,1
1433,1433,0
1434,1434,1
1435,1435,1
1436,1436,0
1437,1437,1
1438,1438,0
1439,1439,1
1440,1440,2
1441,1441,1
1442,1442,2
1443,1443,1
1444,1444,0
1445,1445,1
1446,1446,1
1447,1447,1
1448,1448,1
1449,1449,0
1450,1450,1
1451,1451,2
1452,1452,1
1453,1453,1
1454,1454,1
1455,1455,1
1456,1456,1
1457,1457,1
1458,1458,1
1459,1459,1
1460,1460,1
1461,1461,2
1462,1462,0
1463,1463,1
1464,1464,0
1465,1465,1
1466,1466,2
1467,1467,2
1468,1468,1
1469,1469,2
1470,1470,1
1471,1471,1
1472,1472,2
1473,1473,2
1474,1474,0
1475,1475,2
1476,1476,0
1477,1477,0
1478,1478,1
1479,1479,2
1480,1480,2
1481,1481,0
1482,1482,0
1483,1483,1
1484,1484,2
1485,1485,1
1486,1486,1
1487,1487,2
1488,1488,1
1489,1489,1
1490,1490,1
1491,1491,1
1492,1492,2
1493,1493,1
1494,1494,1
1495,1495,1
1496,1496,1
1497,1497,0
1498,1498,1
1499,1499,0
1500,1500,1
1501,1501,1
1502,1502,1
1503,1503,1
1504,1504,2
1505,1505,1
1506,1506,1
1507,1507,1
1508,1508,2
1509,1509,1
1510,1510,1
1511,1511,1
1512,1512,1
1513,1513,1
1514,1514,0
1515,1515,1
1516,1516,1
1517,1517,2
1518,1518,1
1519,1519,1
1520,1520,1
1521,1521,2
1522,1522,0
1523,1523,0
1524,1524,1
1525,1525,1
1526,1526,1
1527,1527,1
1528,1528,0
1529,1529,1
1530,1530,1
1531,1531,1
1532,1532,1
1533,1533,1
1534,1534,2
1535,1535,1
1536,1536,2
1537,1537,1
1538,1538,1
1539,1539,1
1540,1540,1
1541,1541,2
1542,1542,2
1543,1543,2
1544,1544,1
1545,1545,0
1546,1546,1
1547,1547,1
1548,1548,0
1549,1549,1
1550,1550,1
1551,1551,2
1552,1552,0
1553,1553,0
1554,1554,0
1555,1555,1
1556,1556,1
1557,1557,0
1558,1558,1
1559,1559,2
1560,1560,2
1561,1561,2
1562,1562,0
1563,1563,1
1564,1564,1
1565,1565,0
1566,1566,1
1567,1567,0
1568,1568,0
1569,1569,1
1570,1570,1
1571,1571,0
1572,1572,1
1573,1573,0
1574,1574,1
1575,1575,0
1576,1576,1
1577,1577,2
1578,1578,2
1579,1579,1
1580,1580,1
1581,1581,2
1582,1582,1
1583,1583,0
1584,1584,1
1585,1585,2
1586,1586,1
1587,1587,1
1588,1588,1
1589,1589,2
1590,1590,1
1591,1591,1
1592,1592,2
1593,1593,2
1594,1594,1
1595,1595,2
1596,1596,1
1597,1597,1
1598,1598,1
1599,1599,1
1600,1600,1
1601,1601,1
1602,1602,1
1603,1603,0
1604,1604,1
1605,1605,1
1606,1606,1
1607,1607,1
1608,1608,1
1609,1609,0
1610,1610,1
1611,1611,1
1612,1612,0
1613,1613,2
1614,1614,2
1615,1615,0
1616,1616,0
1617,1617,0
1618,1618,1
1619,1619,2
1620,1620,0
1621,1621,1
1622,1622,1
1623,1623,0
1624,1624,0
1625,1625,1
1626,1626,2
1627,1627,2
1628,1628,1
1629,1629,2
1630,1630,2
1631,1631,2
1632,1632,1
1633,1633,1
1634,1634,1
1635,1635,1
1636,1636,1
1637,1637,1
1638,1638,1
1639,1639,2
1640,1640,1
1641,1641,2
1642,1642,0
1643,1643,1
1644,1644,0
1645,1645,1
1646,1646,1
1647,1647,1
1648,1648,2
1649,1649,2
1650,1650,2
1651,1651,0
1652,1652,0
1653,1653,2
1654,1654,0
1655,1655,2
1656,1656,0
1657,1657,2
1658,1658,2
1659,1659,2
1660,1660,2
1661,1661,1
1662,1662,1
1663,1663,0
1664,1664,0
1665,1665,1
1666,1666,0
1667,1667,0
1668,1668,1
1669,1669,0
1670,1670,1
1671,1671,1
1672,1672,1
1673,1673,0
1674,1674,2
1675,1675,1
1676,1676,0
1677,1677,1
1678,1678,1
1679,1679,0
1680,1680,1
1681,1681,1
1682,1682,1
1683,1683,1
1684,1684,1
1685,1685,2
1686,1686,1
1687,1687,2
1688,1688,2
1689,1689,0
1690,1690,1
1691,1691,1
1692,1692,1
1693,1693,0
1694,1694,1
1695,1695,2
1696,1696,1
1697,1697,1
1698,1698,1
1699,1699,1
1700,1700,1
1701,1701,0
1702,1702,1
1703,1703,0
1704,1704,0
1705,1705,2
1706,1706,0
1707,1707,1
1708,1708,1
1709,1709,1
1710,1710,0
1711,1711,2
1712,1712,0
1713,1713,0
1714,1714,2
1715,1715,2
1716,1716,1
1717,1717,1
1718,1718,1
1719,1719,0
1720,1720,1
1721,1721,1
1722,1722,0
1723,1723,2
1724,1724,2
1725,1725,2
1726,1726,0
1727,1727,2
1728,1728,1
1729,1729,1
1730,1730,1
1731,1731,1
1732,1732,0
1733,1733,1
1734,1734,1
1735,1735,2
1736,1736,2
1737,1737,2
1738,1738,0
1739,1739,2
1740,1740,1
1741,1741,1
1742,1742,1
1743,1743,1
1744,1744,1
1745,1745,1
1746,1746,1
1747,1747,1
1748,1748,1
1749,1749,1
1750,1750,2
1751,1751,1
1752,1752,1
1753,1753,1
1754,1754,2
1755,1755,1
1756,1756,2
1757,1757,1
1758,1758,1
1759,1759,1
1760,1760,0
1761,1761,0
1762,1762,1
1763,1763,0
1764,1764,2
1765,1765,1
1766,1766,2
1767,1767,1
1768,1768,2
1769,1769,1
1770,1770,0
1771,1771,0
1772,1772,2
1773,1773,0
1774,1774,0
1775,1775,0
1776,1776,1
1777,1777,1
1778,1778,0
1779,1779,2
1780,1780,0
1781,1781,1
1782,1782,1
1783,1783,0
1784,1784,2
1785,1785,1
1786,1786,0
1787,1787,1
1788,1788,1
1789,1789,0
1790,1790,2
1791,1791,1
1792,1792,0
1793,1793,1
1794,1794,1
1795,1795,1
1796,1796,1
1797,1797,2
1798,1798,2
1799,1799,1
1800,1800,1
1801,1801,1
1802,1802,0
1803,1803,2
1804,1804,0
1805,1805,1
1806,1806,1
1807,1807,1
1808,1808,1
1809,1809,0
1810,1810,1
1811,1811,1
1812,1812,1
1813,1813,2
1814,1814,1
1815,1815,1
1816,1816,1
1817,1817,1
1818,1818,2
1819,1819,1
1820,1820,1
1821,1821,2
1822,1822,1
1823,1823,1
1824,1824,2
1825,1825,0
1826,1826,0
1827,1827,1
1828,1828,1
1829,1829,2
1830,1830,1
1831,1831,1
1832,1832,1
1833,1833,0
1834,1834,1
1835,1835,2
1836,1836,1
1837,1837,1
1838,1838,1
1839,1839,1
1840,1840,1
1841,1841,1
1842,1842,1
1843,1843,0
1844,1844,1
1845,1845,1
1846,1846,0
1847,1847,2
1848,1848,1
1849,1849,2
1850,1850,0
1851,1851,0
1852,1852,0
1853,1853,0
1854,1854,1
1855,1855,0
1856,1856,2
1857,1857,0
1858,1858,0
1859,1859,2
1860,1860,1
1861,1861,2
1862,1862,1
1863,1863,1
1864,1864,1
1865,1865,0
1866,1866,1
1867,1867,1
1868,1868,0
1869,1869,0
1870,1870,0
1871,1871,0
1872,1872,2
1873,1873,0
1874,1874,1
1875,1875,1
1876,1876,2
1877,1877,1
1878,1878,0
1879,1879,2
1880,1880,0
1881,1881,2
1882,1882,1
1883,1883,1
1884,1884,1
1885,1885,1
1886,1886,1
1887,1887,2
1888,1888,1
1889,1889,1
1890,1890,2
1891,1891,0
1892,1892,1
1893,1893,2
1894,1894,0
1895,1895,0
1896,1896,1
1897,1897,2
1898,1898,2
1899,1899,2
1900,1900,2
1901,1901,1
1902,1902,2
1903,1903,2
1904,1904,0
1905,1905,1
1906,1906,0
1907,1907,1
1908,1908,2
1909,1909,1
1910,1910,1
1911,1911,2
1912,1912,0
1913,1913,2
1914,1914,1
1915,1915,1
1916,1916,1
1917,1917,2
1918,1918,2
1919,1919,1
1920,1920,1
1921,1921,2
1922,1922,1
1923,1923,1
1924,1924,2
1925,1925,2
1926,1926,2
1927,1927,1
1928,1928,1
1929,1929,2
1930,1930,0
1931,1931,1
1932,1932,2
1933,1933,1
1934,1934,0
1935,1935,2
1936,1936,2
1937,1937,1
1938,1938,1
1939,1939,1
1940,1940,1
1941,1941,2
1942,1942,1
1943,1943,2
1944,1944,1
1945,1945,1
1946,1946,1
1947,1947,0
1948,1948,1
1949,1949,2
1950,1950,2
1951,1951,1
1952,1952,1
1953,1953,1
1954,1954,1
1955,1955,1
1956,1956,2
1957,1957,0
1958,1958,0
1959,1959,1
1960,1960,0
1961,1961,1
1962,1962,2
1963,1963,0
1964,1964,0
1965,1965,0
1966,1966,1
1967,1967,1
1968,1968,1
1969,1969,2
1970,1970,1
1971,1971,1
1972,1972,1
1973,1973,2
1974,1974,0
1975,1975,2
1976,1976,1
1977,1977,1
1978,1978,0
1979,1979,1
1980,1980,2
1981,1981,0
1982,1982,1
1983,1983,1
1984,1984,1
1985,1985,2
1986,1986,0
1987,1987,1
1988,1988,1
1989,1989,1
1990,1990,0
1991,1991,1
1992,1992,2
1993,1993,0
1994,1994,0
1995,1995,2
1996,1996,1
